manufacturer,model,serial_number,manufactured_date,device_type
ZOLL Medical,RSERIES,AF25J188748,2025-01-01,Defibrillator
ZOLL Medical,RSERIES,AF25L189983,2025-01-01,Defibrillator
ZOLL Medical,X Series,AR25C090387,2025-01-01,Defibrillator
Mindray,EPM12MA,AH9-26000857,2026-01-01,Vital Signs Monitor
Mindray,EPM12MA,AH9-26000861,2026-01-01,Vital Signs Monitor
Mindray,EPM12MA,AH9-26000860,2026-01-01,Vital Signs Monitor
Mindray,EPM12MA,AH9-26000859,2026-01-01,Vital Signs Monitor
Mindray,EPM12MA,AH9-27000897,2027-01-01,Vital Signs Monitor
HILL ROM,P3200,I288AD1837,2028-01-01,Hospital Bed
HILL ROM,P3200,I288AD1864,2028-01-01,Hospital Bed
Mindray,BENEVISION N15,FS-28042236,2028-04-22,Patient Monitor
Mindray,BENEVISION N15,FS-28042613,2028-04-26,Patient Monitor
Mindray,BENEVISION N15,FS-28042614,2028-04-26,Patient Monitor
Mindray,BENEVISION N15,FS-28042615,2028-04-26,Patient Monitor
Mindray,BENEVISION N15,F5-28042623,2028-04-26,Patient Monitor
Mindray,BENEVISION N15,FS-28042602,2028-04-26,Patient Monitor
Hillrom,P3200,J309AD1600,2030-01-01,Hospital Bed
HILL ROM,P3200,J303AD1205,2030-01-01,Hospital Bed
HILL ROM,P3200,J304AD1213,2030-01-01,Hospital Bed
HILL ROM,P3200,J304AD1237,2030-01-01,Hospital Bed
HILL ROM,P3200,J304AD1225,2030-01-01,Hospital Bed
HILL ROM,P3200,J303AD1201,2030-01-01,Hospital Bed
HILL ROM,P3200,J304AD1247,2030-01-01,Hospital Bed
HILL ROM,P3200,J304AD1215,2030-01-01,Hospital Bed
HILL ROM,P3200,J312AD1963,2031-01-01,Hospital Bed
Edan Instruments,IM70,260066-M20320530023,2032-05-30,Patient Monitor
Edan Instruments,IM70,260066-M20320530024,2032-05-30,Patient Monitor
Edan Instruments,IM70,260066-M20320530007,2032-05-30,Patient Monitor
Edan Instruments,IM70,260066-M20320530030,2032-05-30,Patient Monitor
HILL ROM,CENTURYP1400,B334AG6731,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6698,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6701,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6703,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B334AG6725,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B334AG6738,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B334AG6737,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B332AG6683,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B334AG6727,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B334AG6740,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6695,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B334AG6735,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6797,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B332AG6681,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6699,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6700,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6706,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B333AG6708,2033-01-01,Hospital Bed
HILL ROM,CENTURYP1400,B332AG6677,2033-01-01,Hospital Bed
Mindray,EPM12MA,AH9-34001722,2034-01-01,Vital Signs Monitor
Philips,INTELLIVUE MX40,3569208,2035-01-01,Patient Monitor
Philips,INTELLIVUE MX40,3569221,2035-01-01,Patient Monitor
Philips,INTELLIVUE MX40,3569227,2035-01-01,Patient Monitor
Philips,INTELLIVUE MX40,3569212,2035-01-01,Patient Monitor
PHILIPS,MX500,DE351B7530,2035-01-01,Patient Monitor
